,date,time,latitude,longitude,region name,depth,magnitude type,magnitude,eqid,hour,minute,second,datetime,has_influence_on
181,2016-11-06,01:31:26,42.76,13.2,CENTRAL ITALY,10,ML,3.0,543236,1,31,26.0,2016-11-06 01:31:26,ICV
182,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,ICV
183,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,JXN
184,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,DHO
185,2016-11-05,23:44:23,46.5,20.55,HUNGARY,12,M,2.4,543313,23,44,23.0,2016-11-05 23:44:23,GVT
186,2016-11-05,22:32:05,42.95,13.2,CENTRAL ITALY,9,ML,3.2,543215,22,32,5.0,2016-11-05 22:32:05,ICV
187,2016-11-05,21:29:11,42.73,13.19,CENTRAL ITALY,8,ML,3.4,543210,21,29,11.0,2016-11-05 21:29:11,ICV
188,2016-11-05,20:14:54,42.89,13.21,CENTRAL ITALY,7,ML,2.7,543198,20,14,54.0,2016-11-05 20:14:54,ICV
189,2016-11-05,19:11:58,42.96,13.2,CENTRAL ITALY,9,ML,3.5,543188,19,11,58.0,2016-11-05 19:11:58,ICV
190,2016-11-05,17:52:52,42.75,13.19,CENTRAL ITALY,9,ML,3.4,543179,17,52,52.0,2016-11-05 17:52:52,ICV
191,2016-11-05,16:16:28,42.88,13.21,CENTRAL ITALY,9,ML,2.8,543146,16,16,28.0,2016-11-05 16:16:28,ICV
192,2016-11-05,14:45:20,42.98,13.13,CENTRAL ITALY,9,ML,3.4,543137,14,45,20.0,2016-11-05 14:45:20,ICV
193,2016-11-05,13:43:30,42.69,13.15,CENTRAL ITALY,11,ML,2.6,543122,13,43,30.0,2016-11-05 13:43:30,ICV
194,2016-11-05,11:05:46,42.93,13.18,CENTRAL ITALY,2,ML,3.8,543101,11,5,46.0,2016-11-05 11:05:46,ICV
195,2016-11-05,09:45:43,42.91,13.19,CENTRAL ITALY,9,ML,3.1,543093,9,45,43.0,2016-11-05 09:45:43,ICV
196,2016-11-05,08:25:30,42.68,13.18,CENTRAL ITALY,13,ML,3.1,543076,8,25,30.0,2016-11-05 08:25:30,ICV
197,2016-11-05,07:16:57,42.93,13.13,CENTRAL ITALY,10,ML,2.6,543069,7,16,57.0,2016-11-05 07:16:57,ICV
198,2016-11-05,06:46:33,43.06,13.07,CENTRAL ITALY,9,ML,3.0,543067,6,46,33.0,2016-11-05 06:46:33,ICV
199,2016-11-05,05:42:49,42.95,13.06,CENTRAL ITALY,12,ML,3.0,543059,5,42,49.0,2016-11-05 05:42:49,ICV
200,2016-11-05,03:20:56,42.81,13.14,CENTRAL ITALY,10,ML,3.1,543025,3,20,56.0,2016-11-05 03:20:56,ICV
201,2016-11-05,02:09:25,42.88,13.13,CENTRAL ITALY,9,ML,3.0,543019,2,9,25.0,2016-11-05 02:09:25,ICV
202,2016-11-05,00:42:06,42.83,13.23,CENTRAL ITALY,13,ML,3.1,543011,0,42,6.0,2016-11-05 00:42:06,ICV
203,2016-11-04,23:45:21,42.79,13.13,CENTRAL ITALY,10,ML,3.4,542999,23,45,21.0,2016-11-04 23:45:21,ICV
204,2016-11-04,22:09:10,42.9,13.18,CENTRAL ITALY,8,ML,2.7,542974,22,9,10.0,2016-11-04 22:09:10,ICV
205,2016-11-04,21:12:43,42.78,13.2,CENTRAL ITALY,9,ML,2.9,542966,21,12,43.0,2016-11-04 21:12:43,ICV
206,2016-11-04,20:58:36,42.91,13.21,CENTRAL ITALY,9,ML,2.7,542964,20,58,36.0,2016-11-04 20:58:36,ICV
207,2016-11-04,19:02:50,42.9,13.17,CENTRAL ITALY,15,ML,2.5,542952,19,2,50.0,2016-11-04 19:02:50,ICV
208,2016-11-04,17:42:00,42.98,13.06,CENTRAL ITALY,11,ML,2.6,542946,17,42,0.0,2016-11-04 17:42:00,ICV
209,2016-11-04,15:15:26,42.99,13.13,CENTRAL ITALY,9,ML,3.1,542913,15,15,26.0,2016-11-04 15:15:26,ICV
210,2016-11-04,14:31:31,42.98,13.13,CENTRAL ITALY,8,ML,3.2,542908,14,31,31.0,2016-11-04 14:31:31,ICV
211,2016-11-04,13:57:52,42.95,13.21,CENTRAL ITALY,7,ML,2.9,542903,13,57,52.0,2016-11-04 13:57:52,ICV
212,2016-11-04,12:30:10,42.75,13.18,CENTRAL ITALY,11,ML,2.5,542885,12,30,10.0,2016-11-04 12:30:10,ICV
213,2016-11-04,11:41:54,42.6,13.23,CENTRAL ITALY,14,ML,2.5,542877,11,41,54.0,2016-11-04 11:41:54,ICV
214,2016-11-04,10:48:33,42.87,13.13,CENTRAL ITALY,8,ML,3.4,542864,10,48,33.0,2016-11-04 10:48:33,ICV
215,2016-11-04,10:10:33,50.8,6.61,GERMANY,15,ML,2.8,542857,10,10,33.0,2016-11-04 10:10:33,DHO
216,2016-11-04,10:10:33,50.8,6.61,GERMANY,15,ML,2.8,542857,10,10,33.0,2016-11-04 10:10:33,GVT
217,2016-11-04,09:58:28,43.01,13.07,CENTRAL ITALY,10,ML,3.0,542855,9,58,28.0,2016-11-04 09:58:28,ICV
218,2016-11-04,08:49:29,43.13,13.78,CENTRAL ITALY,31,ML,2.6,542847,8,49,29.0,2016-11-04 08:49:29,ICV
219,2016-11-04,07:32:50,42.81,13.12,CENTRAL ITALY,10,ML,2.5,542834,7,32,50.0,2016-11-04 07:32:50,ICV
220,2016-11-04,06:13:11,42.79,13.14,CENTRAL ITALY,9,ML,3.0,542831,6,13,11.0,2016-11-04 06:13:11,ICV
221,2016-11-04,05:19:17,42.87,13.1,CENTRAL ITALY,11,ML,2.7,542821,5,19,17.0,2016-11-04 05:19:17,ICV
222,2016-11-04,04:29:54,42.9,13.16,CENTRAL ITALY,9,ML,3.0,542774,4,29,54.0,2016-11-04 04:29:54,ICV
223,2016-11-04,03:47:54,42.8,13.09,CENTRAL ITALY,10,ML,2.9,542770,3,47,54.0,2016-11-04 03:47:54,ICV
224,2016-11-04,02:08:43,42.68,13.21,CENTRAL ITALY,13,ML,3.1,542756,2,8,43.0,2016-11-04 02:08:43,ICV
225,2016-11-04,01:33:00,42.91,13.22,CENTRAL ITALY,9,ML,3.0,542748,1,33,0.0,2016-11-04 01:33:00,ICV
226,2016-11-04,00:17:32,42.87,13.07,CENTRAL ITALY,10,ML,3.2,542742,0,17,32.0,2016-11-04 00:17:32,ICV
227,2016-11-03,23:24:35,42.87,13.1,CENTRAL ITALY,10,ML,3.4,542733,23,24,35.0,2016-11-03 23:24:35,ICV
228,2016-11-03,22:53:36,42.8,13.14,CENTRAL ITALY,10,ML,3.0,542730,22,53,36.0,2016-11-03 22:53:36,ICV
229,2016-11-03,21:10:24,42.76,13.05,CENTRAL ITALY,11,ML,3.4,542720,21,10,24.0,2016-11-03 21:10:24,ICV
230,2016-11-03,20:32:39,42.81,13.24,CENTRAL ITALY,20,ML,3.7,542710,20,32,39.0,2016-11-03 20:32:39,ICV
231,2016-11-03,19:16:39,43.02,13.05,CENTRAL ITALY,10,ML,3.1,542702,19,16,39.0,2016-11-03 19:16:39,ICV
232,2016-11-03,18:39:35,42.8,13.13,CENTRAL ITALY,11,ML,2.9,542691,18,39,35.0,2016-11-03 18:39:35,ICV
233,2016-11-03,17:26:34,43.03,13.06,CENTRAL ITALY,9,ML,3.2,542679,17,26,34.0,2016-11-03 17:26:34,ICV
234,2016-11-03,16:22:51,42.69,13.17,CENTRAL ITALY,11,ML,2.7,542667,16,22,51.0,2016-11-03 16:22:51,ICV
235,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,ICV
236,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,JXN
237,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,DHO
238,2016-11-03,15:04:03,44.82,17.3,BOSNIA AND HERZEGOVINA,2,ML,3.9,542656,15,4,3.0,2016-11-03 15:04:03,GVT
239,2016-11-03,14:41:29,42.99,13.08,CENTRAL ITALY,9,ML,3.5,542661,14,41,29.0,2016-11-03 14:41:29,ICV
240,2016-11-03,13:10:45,42.69,13.18,CENTRAL ITALY,14,ML,3.9,542641,13,10,45.0,2016-11-03 13:10:45,ICV
241,2016-11-03,12:22:20,42.92,13.2,CENTRAL ITALY,9,ML,3.4,542630,12,22,20.0,2016-11-03 12:22:20,ICV
242,2016-11-03,11:59:17,42.91,13.22,CENTRAL ITALY,9,ML,3.4,542628,11,59,17.0,2016-11-03 11:59:17,ICV
243,2016-11-03,10:14:13,42.78,13.21,CENTRAL ITALY,10,ML,3.3,542607,10,14,13.0,2016-11-03 10:14:13,ICV
244,2016-11-03,09:36:04,42.75,13.19,CENTRAL ITALY,10,ML,2.9,542603,9,36,4.0,2016-11-03 09:36:04,ICV
245,2016-11-03,08:29:57,42.78,13.15,CENTRAL ITALY,10,ML,2.7,542592,8,29,57.0,2016-11-03 08:29:57,ICV
246,2016-11-03,07:39:07,42.83,13.12,CENTRAL ITALY,10,ML,3.5,542581,7,39,7.0,2016-11-03 07:39:07,ICV
247,2016-11-03,06:24:26,42.89,13.21,CENTRAL ITALY,9,ML,2.8,542568,6,24,26.0,2016-11-03 06:24:26,ICV
248,2016-11-03,05:54:13,42.89,13.2,CENTRAL ITALY,8,ML,2.6,542563,5,54,13.0,2016-11-03 05:54:13,ICV
249,2016-11-03,04:26:17,43.44,11.9,CENTRAL ITALY,20,ML,2.9,542525,4,26,17.0,2016-11-03 04:26:17,ICV
250,2016-11-03,03:00:46,42.72,13.25,CENTRAL ITALY,12,ML,2.7,542502,3,0,46.0,2016-11-03 03:00:46,ICV
251,2016-11-03,02:26:55,43.04,13.09,CENTRAL ITALY,9,ML,2.8,542491,2,26,55.0,2016-11-03 02:26:55,ICV
252,2016-11-03,01:46:29,43.02,13.06,CENTRAL ITALY,10,ML,3.2,542483,1,46,29.0,2016-11-03 01:46:29,ICV
253,2016-11-03,00:59:16,51.54,16.29,POLAND,1,ML,3.0,542608,0,59,16.0,2016-11-03 00:59:16,JXN
254,2016-11-03,00:35:01,43.03,13.05,CENTRAL ITALY,8,MW,4.8,542463,0,35,1.0,2016-11-03 00:35:01,ICV
255,2016-11-02,23:12:26,42.7,13.23,CENTRAL ITALY,10,ML,2.7,542451,23,12,26.0,2016-11-02 23:12:26,ICV
256,2016-11-02,22:57:03,42.71,13.23,CENTRAL ITALY,10,ML,3.2,542448,22,57,3.0,2016-11-02 22:57:03,ICV
257,2016-11-02,21:57:34,42.86,13.16,CENTRAL ITALY,2,ML,3.4,542441,21,57,34.0,2016-11-02 21:57:34,ICV
258,2016-11-02,20:36:11,42.9,13.2,CENTRAL ITALY,10,ML,3.0,542422,20,36,11.0,2016-11-02 20:36:11,ICV
259,2016-11-02,19:37:52,42.89,13.11,CENTRAL ITALY,10,ML,4.0,542411,19,37,52.0,2016-11-02 19:37:52,ICV
260,2016-11-02,18:41:20,43.0,13.1,CENTRAL ITALY,9,ML,2.8,542397,18,41,20.0,2016-11-02 18:41:20,ICV
261,2016-11-02,17:08:30,43.47,14.1,ADRIATIC SEA,14,ML,3.5,542382,17,8,30.0,2016-11-02 17:08:30,ICV
262,2016-11-02,16:56:51,42.89,13.15,CENTRAL ITALY,9,ML,2.9,542381,16,56,51.0,2016-11-02 16:56:51,ICV
263,2016-11-02,15:53:02,43.03,13.05,CENTRAL ITALY,10,ML,3.4,542373,15,53,2.0,2016-11-02 15:53:02,ICV
264,2016-11-02,14:25:59,42.88,13.15,CENTRAL ITALY,11,ML,3.2,542343,14,25,59.0,2016-11-02 14:25:59,ICV
265,2016-11-02,13:44:37,42.79,13.15,CENTRAL ITALY,9,ML,2.7,542341,13,44,37.0,2016-11-02 13:44:37,ICV
266,2016-11-02,12:05:14,43.04,13.12,CENTRAL ITALY,8,ML,3.1,542322,12,5,14.0,2016-11-02 12:05:14,ICV
267,2016-11-02,11:13:52,42.78,13.2,CENTRAL ITALY,9,ML,3.3,542290,11,13,52.0,2016-11-02 11:13:52,ICV
268,2016-11-02,10:32:07,42.94,13.15,CENTRAL ITALY,10,ML,2.8,542280,10,32,7.0,2016-11-02 10:32:07,ICV
269,2016-11-02,09:27:43,43.0,13.15,CENTRAL ITALY,6,ML,3.1,542273,9,27,43.0,2016-11-02 09:27:43,ICV
270,2016-11-02,08:52:10,42.74,13.12,CENTRAL ITALY,12,ML,2.8,542268,8,52,10.0,2016-11-02 08:52:10,ICV
271,2016-11-02,07:37:22,42.71,13.19,CENTRAL ITALY,10,ML,3.3,542253,7,37,22.0,2016-11-02 07:37:22,ICV
272,2016-11-02,06:41:13,42.8,13.17,CENTRAL ITALY,10,ML,3.5,542237,6,41,13.0,2016-11-02 06:41:13,ICV
273,2016-11-02,05:30:58,42.91,13.13,CENTRAL ITALY,10,ML,3.2,542220,5,30,58.0,2016-11-02 05:30:58,ICV
274,2016-11-02,04:44:21,42.61,13.23,CENTRAL ITALY,14,ML,2.6,542205,4,44,21.0,2016-11-02 04:44:21,ICV
275,2016-11-02,03:32:15,43.08,13.07,CENTRAL ITALY,9,ML,2.8,542186,3,32,15.0,2016-11-02 03:32:15,ICV
276,2016-11-02,02:19:43,42.91,13.2,CENTRAL ITALY,9,ML,2.9,542181,2,19,43.0,2016-11-02 02:19:43,ICV
277,2016-11-02,01:39:53,43.03,13.08,CENTRAL ITALY,9,ML,2.8,542175,1,39,53.0,2016-11-02 01:39:53,ICV
278,2016-11-01,23:01:07,42.91,13.18,CENTRAL ITALY,13,ML,2.8,542158,23,1,7.0,2016-11-01 23:01:07,ICV
279,2016-11-01,22:37:16,42.72,13.19,CENTRAL ITALY,10,ML,2.9,542153,22,37,16.0,2016-11-01 22:37:16,ICV
280,2016-11-01,21:04:43,42.93,13.11,CENTRAL ITALY,10,ML,2.5,542148,21,4,43.0,2016-11-01 21:04:43,ICV
281,2016-11-01,20:46:26,43.01,13.14,CENTRAL ITALY,10,ML,3.1,542146,20,46,26.0,2016-11-01 20:46:26,ICV
282,2016-11-01,19:03:20,42.8,13.03,CENTRAL ITALY,10,ML,3.9,542131,19,3,20.0,2016-11-01 19:03:20,ICV
283,2016-11-01,18:02:54,42.8,13.14,CENTRAL ITALY,2,ML,3.8,542119,18,2,54.0,2016-11-01 18:02:54,ICV
284,2016-11-01,17:59:13,42.8,13.13,CENTRAL ITALY,2,ML,3.8,542111,17,59,13.0,2016-11-01 17:59:13,ICV
285,2016-11-01,16:00:59,42.79,13.11,CENTRAL ITALY,12,ML,3.4,542084,16,0,59.0,2016-11-01 16:00:59,ICV
286,2016-11-01,15:13:43,42.9,13.17,CENTRAL ITALY,9,ML,3.7,542074,15,13,43.0,2016-11-01 15:13:43,ICV
287,2016-11-01,14:54:19,42.99,13.13,CENTRAL ITALY,9,ML,2.9,542066,14,54,19.0,2016-11-01 14:54:19,ICV
288,2016-11-01,13:33:01,42.9,13.04,CENTRAL ITALY,10,ML,2.9,542039,13,33,1.0,2016-11-01 13:33:01,ICV
289,2016-11-01,12:54:30,42.71,13.21,CENTRAL ITALY,9,ML,2.7,542034,12,54,30.0,2016-11-01 12:54:30,ICV
290,2016-11-01,11:41:51,42.69,13.15,CENTRAL ITALY,13,ML,3.2,542019,11,41,51.0,2016-11-01 11:41:51,ICV
291,2016-11-01,10:47:34,43.59,11.0,CENTRAL ITALY,2,ML,3.1,541999,10,47,34.0,2016-11-01 10:47:34,ICV
292,2016-11-01,09:51:44,42.79,13.11,CENTRAL ITALY,10,ML,2.6,541985,9,51,44.0,2016-11-01 09:51:44,ICV
293,2016-11-01,08:07:24,42.99,13.15,CENTRAL ITALY,10,ML,3.5,541969,8,7,24.0,2016-11-01 08:07:24,ICV
294,2016-11-01,07:56:39,43.0,13.16,CENTRAL ITALY,10,MW,4.9,541962,7,56,39.0,2016-11-01 07:56:39,ICV
295,2016-11-01,06:36:05,43.01,13.14,CENTRAL ITALY,9,ML,3.6,541954,6,36,5.0,2016-11-01 06:36:05,ICV
296,2016-11-01,05:54:15,42.76,13.16,CENTRAL ITALY,12,ML,2.7,541935,5,54,15.0,2016-11-01 05:54:15,ICV
297,2016-11-01,04:09:15,42.6,13.34,CENTRAL ITALY,10,ML,3.1,541832,4,9,15.0,2016-11-01 04:09:15,ICV
298,2016-11-01,03:19:05,42.91,13.31,CENTRAL ITALY,25,ML,3.8,541822,3,19,5.0,2016-11-01 03:19:05,ICV
299,2016-11-01,02:44:09,42.77,13.03,CENTRAL ITALY,10,ML,3.2,541812,2,44,9.0,2016-11-01 02:44:09,ICV
300,2016-11-01,01:16:46,42.93,13.06,CENTRAL ITALY,9,ML,2.8,541797,1,16,46.0,2016-11-01 01:16:46,ICV
301,2016-11-01,00:36:36,42.85,13.08,CENTRAL ITALY,9,ML,3.2,541789,0,36,36.0,2016-11-01 00:36:36,ICV
302,2016-10-31,23:55:53,42.95,13.2,CENTRAL ITALY,7,ML,3.2,541784,23,55,53.0,2016-10-31 23:55:53,ICV
303,2016-10-31,22:24:53,42.81,13.05,CENTRAL ITALY,11,ML,3.4,541760,22,24,53.0,2016-10-31 22:24:53,ICV
304,2016-10-31,21:09:09,42.89,13.18,CENTRAL ITALY,14,ML,3.0,541747,21,9,9.0,2016-10-31 21:09:09,ICV
305,2016-10-31,20:24:16,42.94,13.21,CENTRAL ITALY,8,ML,3.2,541737,20,24,16.0,2016-10-31 20:24:16,ICV
306,2016-10-31,19:28:54,42.82,13.15,CENTRAL ITALY,11,ML,2.9,541727,19,28,54.0,2016-10-31 19:28:54,ICV
307,2016-10-31,18:56:46,43.04,13.1,CENTRAL ITALY,7,ML,3.0,541724,18,56,46.0,2016-10-31 18:56:46,ICV
308,2016-10-31,17:14:44,42.77,13.05,CENTRAL ITALY,10,ML,3.2,541707,17,14,44.0,2016-10-31 17:14:44,ICV
309,2016-10-31,16:43:06,42.85,13.16,CENTRAL ITALY,10,ML,3.1,541696,16,43,6.0,2016-10-31 16:43:06,ICV
310,2016-10-31,15:55:27,42.9,13.14,CENTRAL ITALY,8,ML,3.4,541689,15,55,27.0,2016-10-31 15:55:27,ICV
311,2016-10-31,14:52:20,42.87,13.06,CENTRAL ITALY,10,ML,3.1,541672,14,52,20.0,2016-10-31 14:52:20,ICV
312,2016-10-31,13:50:36,43.03,13.12,CENTRAL ITALY,6,ML,2.9,541644,13,50,36.0,2016-10-31 13:50:36,ICV
313,2016-10-31,12:15:15,42.92,13.22,CENTRAL ITALY,9,ML,3.2,541624,12,15,15.0,2016-10-31 12:15:15,ICV
314,2016-10-31,11:02:58,42.76,13.02,CENTRAL ITALY,10,ML,3.2,541595,11,2,58.0,2016-10-31 11:02:58,ICV
315,2016-10-31,10:31:56,42.8,13.12,CENTRAL ITALY,10,ML,2.8,541586,10,31,56.0,2016-10-31 10:31:56,ICV
316,2016-10-31,09:38:13,43.26,17.88,BOSNIA AND HERZEGOVINA,8,ML,4.2,541564,9,38,13.0,2016-10-31 09:38:13,ICV
317,2016-10-31,08:37:35,43.02,13.08,CENTRAL ITALY,2,ML,3.5,541537,8,37,35.0,2016-10-31 08:37:35,ICV
318,2016-10-31,07:05:45,42.83,13.17,CENTRAL ITALY,20,MW,4.2,541498,7,5,45.0,2016-10-31 07:05:45,ICV
319,2016-10-31,06:17:19,42.77,13.21,CENTRAL ITALY,10,MW,3.9,541485,6,17,19.0,2016-10-31 06:17:19,ICV
320,2016-10-31,05:18:05,42.77,13.21,CENTRAL ITALY,10,ML,3.1,541472,5,18,5.0,2016-10-31 05:18:05,ICV
321,2016-10-31,04:22:18,42.84,13.06,CENTRAL ITALY,11,ML,3.4,541447,4,22,18.0,2016-10-31 04:22:18,ICV
322,2016-10-31,03:27:40,42.77,13.09,CENTRAL ITALY,11,MB,4.3,541428,3,27,40.0,2016-10-31 03:27:40,ICV
323,2016-10-31,02:49:41,43.07,13.07,CENTRAL ITALY,9,ML,3.5,541410,2,49,41.0,2016-10-31 02:49:41,ICV
324,2016-10-31,01:48:21,42.9,13.15,CENTRAL ITALY,9,ML,3.7,541385,1,48,21.0,2016-10-31 01:48:21,ICV
325,2016-10-31,00:30:30,42.75,13.13,CENTRAL ITALY,10,ML,3.4,541356,0,30,30.0,2016-10-31 00:30:30,ICV
326,2016-10-30,23:56:24,42.73,12.99,CENTRAL ITALY,2,ML,3.6,541340,23,56,24.0,2016-10-30 23:56:24,ICV
327,2016-10-30,22:19:43,42.91,13.16,CENTRAL ITALY,8,ML,3.5,541304,22,19,43.0,2016-10-30 22:19:43,ICV
328,2016-10-30,21:57:10,42.78,13.07,CENTRAL ITALY,10,ML,3.1,541297,21,57,10.0,2016-10-30 21:57:10,ICV
329,2016-10-30,20:52:16,42.94,13.14,CENTRAL ITALY,11,ML,3.4,541273,20,52,16.0,2016-10-30 20:52:16,ICV
330,2016-10-30,19:43:36,43.01,13.07,CENTRAL ITALY,9,ML,3.4,541243,19,43,36.0,2016-10-30 19:43:36,ICV
331,2016-10-30,18:21:09,42.79,13.15,CENTRAL ITALY,10,ML,4.2,541212,18,21,9.0,2016-10-30 18:21:09,ICV
332,2016-10-30,17:49:13,42.91,13.14,CENTRAL ITALY,10,ML,3.6,541198,17,49,13.0,2016-10-30 17:49:13,ICV
333,2016-10-30,16:07:21,43.06,13.07,CENTRAL ITALY,9,ML,3.5,541162,16,7,21.0,2016-10-30 16:07:21,ICV
334,2016-10-30,15:18:07,42.84,13.04,CENTRAL ITALY,11,ML,3.2,541141,15,18,7.0,2016-10-30 15:18:07,ICV
335,2016-10-30,14:30:12,45.83,20.63,SERBIA,12,M,2.5,541125,14,30,12.0,2016-10-30 14:30:12,JXN
336,2016-10-30,14:30:12,45.83,20.63,SERBIA,12,M,2.5,541125,14,30,12.0,2016-10-30 14:30:12,DHO
337,2016-10-30,14:30:12,45.83,20.63,SERBIA,12,M,2.5,541125,14,30,12.0,2016-10-30 14:30:12,GVT
338,2016-10-30,14:14:19,42.91,13.2,CENTRAL ITALY,8,ML,3.9,541099,14,14,19.0,2016-10-30 14:14:19,ICV
339,2016-10-30,13:34:54,42.8,13.17,CENTRAL ITALY,9,ML,4.6,541060,13,34,54.0,2016-10-30 13:34:54,ICV
340,2016-10-30,12:07:00,42.84,13.08,CENTRAL ITALY,10,ML,4.6,540997,12,7,0.0,2016-10-30 12:07:00,ICV
341,2016-10-30,11:21:09,43.06,13.08,CENTRAL ITALY,2,ML,4.1,540971,11,21,9.0,2016-10-30 11:21:09,ICV
342,2016-10-30,10:19:26,42.82,13.14,CENTRAL ITALY,11,ML,4.1,540912,10,19,26.0,2016-10-30 10:19:26,ICV
343,2016-10-30,09:51:03,42.84,13.12,CENTRAL ITALY,8,ML,3.6,540899,9,51,3.0,2016-10-30 09:51:03,ICV
344,2016-10-30,08:35:58,42.83,13.08,CENTRAL ITALY,10,MB,4.6,540853,8,35,58.0,2016-10-30 08:35:58,ICV
345,2016-10-30,07:13:06,42.73,13.16,CENTRAL ITALY,10,MB,4.5,540809,7,13,6.0,2016-10-30 07:13:06,ICV
346,2016-10-30,06:40:18,42.84,13.11,CENTRAL ITALY,10,MW,6.5,540796,6,40,18.0,2016-10-30 06:40:18,ICV
347,2016-10-30,05:02:48,42.85,13.23,CENTRAL ITALY,8,ML,2.5,540784,5,2,48.0,2016-10-30 05:02:48,ICV
348,2016-10-30,04:52:25,43.03,13.14,CENTRAL ITALY,7,ML,2.6,540783,4,52,25.0,2016-10-30 04:52:25,ICV
349,2016-10-30,02:57:25,42.97,13.09,CENTRAL ITALY,10,ML,2.9,540763,2,57,25.0,2016-10-30 02:57:25,ICV
350,2016-10-29,23:01:34,43.07,13.07,CENTRAL ITALY,9,ML,3.4,540743,23,1,34.0,2016-10-29 23:01:34,ICV
351,2016-10-29,22:08:08,42.83,13.1,CENTRAL ITALY,10,ML,3.3,540737,22,8,8.0,2016-10-29 22:08:08,ICV
352,2016-10-29,21:34:24,42.86,13.16,CENTRAL ITALY,9,ML,2.8,540730,21,34,24.0,2016-10-29 21:34:24,ICV
353,2016-10-29,18:50:10,42.5,19.15,MONTENEGRO,15,ML,2.5,540703,18,50,10.0,2016-10-29 18:50:10,ICV
354,2016-10-29,17:14:26,42.96,13.08,CENTRAL ITALY,9,ML,3.2,540687,17,14,26.0,2016-10-29 17:14:26,ICV
355,2016-10-29,16:24:33,42.81,13.1,CENTRAL ITALY,11,MB,4.4,540677,16,24,33.0,2016-10-29 16:24:33,ICV
356,2016-10-29,15:16:19,42.88,13.19,CENTRAL ITALY,10,ML,3.3,540665,15,16,19.0,2016-10-29 15:16:19,ICV
357,2016-10-29,14:28:51,43.02,13.1,CENTRAL ITALY,9,ML,3.1,540658,14,28,51.0,2016-10-29 14:28:51,ICV
358,2016-10-29,13:46:14,42.96,13.14,CENTRAL ITALY,8,ML,2.9,540653,13,46,14.0,2016-10-29 13:46:14,ICV
359,2016-10-29,11:48:17,43.02,13.11,CENTRAL ITALY,10,ML,2.9,540602,11,48,17.0,2016-10-29 11:48:17,ICV
360,2016-10-29,10:16:25,42.85,13.15,CENTRAL ITALY,9,ML,3.7,540580,10,16,25.0,2016-10-29 10:16:25,ICV
361,2016-10-29,09:30:54,42.86,13.05,CENTRAL ITALY,10,ML,3.1,540569,9,30,54.0,2016-10-29 09:30:54,ICV
